data,letter,category_id
dojinoviće,D,1
dojkinci,D,1
dokmir,D,1
dokovići,D,1
dolac,D,1
dolarska mahala,D,1
dolina,D,1
dolinarci,D,1
dolinarska mahala,D,1
dolinci,D,1
doline,D,1
dolinska mahala,D,1
doliće,D,1
doljane,D,1
doljašnica,D,1
doljevac,D,1
dolovići,D,1
dolovo,D,1
domiševina,D,1
domozetov dol mahala,D,1
doninci,D,1
donja badanja,D,1
donja bejašnica,D,1
donja bekova,D,1
donja belareka,D,1
donja borina,D,1
donja bresnica,D,1
donja brvenica,D,1
donja bukovica,D,1
donja crnišava,D,1
donja crnuća,D,1
donja devča,D,1
donja dobrinja,D,1
donja draguša,D,1
donja dubona,D,1
donja erakovina,D,1
donja glama,D,1
donja gorevnica,D,1
donja grabovica,D,1
donja grabovnica,D,1
donja jajina,D,1
donja ježevica,D,1
donja jošanica,D,1
donja kamenica,D,1
donja kapija,D,1
donja katrga,D,1
donja kokorava,D,1
donja konjuša,D,1
donja koritnica,D,1
donja kosatica,D,1
donja kravarica,D,1
donja kruševica,D,1
donja kupinovica,D,1
donja lakošnica,D,1
donja lisina,D,1
donja livadica,D,1
donja ljubata,D,1
donja ljuboviđa,D,1
donja lomnica,D,1
donja lopušnja,D,1
donja lukića mala,D,1
donja mahala,D,1
donja mala,D,1
donja mačina,D,1
donja mikuljana,D,1
donja musilova mahala,D,1
donja mutnica,D,1
donja nevlja,D,1
donja omašnica,D,1
donja orovica,D,1
donja otulja,D,1
donja peščanica,D,1
donja pološnica,D,1
donja rasovača,D,1
donja rača,D,1
donja rašica,D,1
donja reka,D,1
donja rečica,D,1
donja ržana,D,1
donja sabanta,D,1
donja sandija,D,1
donja sipulja,D,1
donja sirča,D,1
donja sokolovica,D,1
donja stražava,D,1
donja studena,D,1
donja sugubina,D,1
donja trepča,D,1
donja trešnjevica,D,1
donja trešnjica,D,1
donja trnica,D,1
donja vranjača,D,1
donja vrbava,D,1
donja vrežina,D,1
donja zleginja,D,1
donja čungula,D,1
donja šatornja,D,1
donja šušaja,D,1
donje brijanje,D,1
donje buceljevo,D,1
donje crnatovo,D,1
donje crniljevo,D,1
donje dragovlje,D,1
donje gare,D,1
donje goračiće,D,1
donje grbice,D,1
donje grgure,D,1
donje jabukovo,D,1
donje jarušice,D,1
donje komarice,D,1
donje konjuvce,D,1
donje kordince,D,1
donje krajince,D,1
donje krnjino,D,1
donje krčmare,D,1
donje leskovice,D,1
donje leviće,D,1
donje lopiže,D,1
donje međurovo,D,1
donje nedeljice,D,1
donje rataje,D,1
donje romanovce,D,1
donje selo,D,1
donje sinkovce,D,1
donje stopanje,D,1
donje suhotno,D,1
donje svarče,D,1
donje tlamino,D,1
donje točane,D,1
donje trebešinje,D,1
donje trebinje,D,1
donje trnjane,D,1
donje vidovo,D,1
donje vlase,D,1
donje vranovce,D,1
donje zaselje,D,1
donje zuniče,D,1
donje štiplje,D,1
donje žapsko,D,1
donji adrovac,D,1
donji banjani,D,1
donji bliznaci,D,1
donji branetići,D,1
donji bratačić,D,1
donji bunibrod,D,1
donji bučumet,D,1
donji dejan,D,1
donji dobrić,D,1
donji drenovac,D,1
donji dubac,D,1
donji dubič,D,1
donji dušnik,D,1
donji gajtan,D,1
donji jovac,D,1
donji katun,D,1
donji komren,D,1
donji kovilj,D,1
donji kozjidol,D,1
donji kraj,D,1
donji krivodol,D,1
donji krupac,D,1
donji krčin,D,1
donji lajkovac,D,1
donji lipovac,D,1
donji ljubeš,D,1
donji matejevac,D,1
donji mrčići,D,1
donji mušić,D,1
donji neradovac,D,1
donji pavlovac,D,1
donji petrovci,D,1
donji prisjan,D,1
donji ramnidel,D,1
donji račnik,D,1
donji rinj,D,1
donji runjani,D,1
donji ružići,D,1
donji savkovići,D,1
donji stajevac,D,1
donji statovac,D,1
donji stepoš,D,1
donji stranjani,D,1
donji striževac,D,1
donji stupanj,D,1
donji tovarnik,D,1
donji vratari,D,1
dormovica,D,1
doroslovo,D,1
dorćol,D,1
dorđeviska mahala,D,1
došinci,D,1
došljaci,D,1
draga,D,1
draganići,D,1
dragi deo,D,1
dragijevica,D,1
draginac,D,1
draginje,D,1
draglica,D,1
dragobraća,D,1
dragobužde,D,1
dragocvet,D,1
drago dol,D,1
dragojloviće,D,1
dragojčeve košare,D,1
dragolj,D,1
dragosinjci,D,1
dragovac,D,1
dragovita,D,1
dragovo,D,1
dragočevo,D,1
dragoševac,D,1
dragunac,D,1
dragutinovići,D,1
dragućinovići,D,1
dragušica,D,1
drainac,D,1
drajinci,D,1
drajčina mahala,D,1
drake,D,1
draksin,D,1
drakčići,D,1
dramiće,D,1
drasinica,D,1
drača,D,1
dračić,D,1
draškovac,D,1
dražanj,D,1
dražanovac,D,1
draževac,D,1
draževiće,D,1
draževo,D,1
dražiniće,D,1
dražinovići,D,1
dražmirovac,D,1
drence,D,1
drenjak,D,1
drenjanski kraj,D,1
drenje,D,1
drenova,D,1
drenovac,D,1
drenovo,D,1
drenča,D,1
drečinovac,D,1
drešnica,D,1
drežnica,D,1
drežnik,D,1
drijetanj,D,1
driskulje,D,1
drislja,D,1
drlače,D,1
drmanovići,D,1
drmno,D,1
drobnjaci,D,1
drugovac,D,1
drumine,D,1
družetić,D,1
družetići,D,1
družiniće,D,1
drvnik,D,1
drvodelj,D,1
drćevac,D,1
držanovac,D,1
držina,D,1
dubak,D,1
dubci,D,1
dublje,D,1
dubnica,D,1
duboka,D,1
duboko,D,1
dubovac,D,1
dubovo,D,1
dubočane,D,1
dubočka,D,1
dubrava,D,1
dubrave,D,1
dubravica,D,1
dudina mahala,D,1
dudinjska mahala,D,1
dudovica,D,1
dudulajce,D,1
duga luka,D,1
duga niva,D,1
duga poljana,D,1
duga rudina,D,1
dugandžije,D,1
dugi del,D,1
dugo polje,D,1
dugo prisoje,D,1
dujke,D,1
dujkina padina,D,1
dukat mahala,D,1
dukatski javor,D,1
dulebe,D,1
dulene,D,1
duljaci,D,1
duljinci,D,1
dumani,D,1
dumbija,D,1
dumljane,D,1
dunišiće,D,1
dunđerci,D,1
dunđerska mahala,D,1
dupci,D,1
dupeljevo,D,1
dupljaj,D,1
dupljaja,D,1
dupljane,D,1
duvanište,D,1
dučalovići,D,1
dučevac,D,1
dučina,D,1
dučić,D,1
dušanovac,D,1
dušanovo,D,1
duška mala,D,1
duškovci,D,1
dušmanić,D,1
dušmanići,D,1
dužine,D,1
dvorane,D,1
dvorica,D,1
dvorište,D,1
dvorska,D,1
dabići,D,1
dadići,D,1
dajaci,D,1
dajla,D,1
dalj,D,1
dane,D,1
danguba,D,1
danilo biranj,D,1
danojlići,D,1
daranovci,D,1
darda,D,1
daskatica,D,1
davor,D,1
debelakosa,D,1
debelibrig,D,1
debelice,D,1
dejanovićkriž,D,1
dejanovići,D,1
dekanovec,D,1
deklevi,D,1
dekovići,D,1
delaći,D,1
delićpoljana,D,1
delići,D,1
delovi,D,1
derežani,D,1
dervišaga,D,1
desinić,D,1
desnamartinskaves,D,1
desne,D,1
desnidegoj,D,1
desnidubrovčak,D,1
desništefanki,D,1
desnice,D,1
desnosredičko,D,1
desnotrebarjevo,D,1
desnoželjezno,D,1
despoti,D,1
detkovac,D,1
devetaci,D,1
dešiševići,D,1
dežanovac,D,1
deževci,D,1
dicmo,D,1
diklići,D,1
diklo,D,1
diminići,D,1
din,D,1
dinjiška,D,1
dipalo,D,1
divići,D,1
divjakovaglavica,D,1
divojevići,D,1
divulje,D,1
divuša,D,1
dišnik,D,1
dmitrašinovići,D,1
dmitrovići,D,1
dnopolje,D,1
dobrinj,D,1
dobropoljana,D,1
dobro selo,D,1
dobrovac,D,1
dobruša,D,1
doci,D,1
dodig,D,1
dodoši,D,1
dokozići,D,1
dolci,D,1
dolići,D,1
doljani,D,1
doljanižumberački,D,1
doljanovci,D,1
dolje,D,1
dolovi,D,1
domaji,D,1
domanjkuš,D,1
domazeti,D,1
domašinec,D,1
domjanovići,D,1
donja batina,D,1
donja bedekovčina,D,1
donja bistra,D,1
donja brckovčina,D,1
donja brusovača,D,1
donja budičina,D,1
donja dubrava,D,1
donja glina,D,1
donja gračenica,D,1
donja jagodnja,D,1
donja komora,D,1
donja konjšćina,D,1
donja kovačica,D,1
donja kupčina,D,1
donja ljubina,D,1
donja ljuta,D,1
donja mlinoga,D,1
donja motičina,D,1
donja močila,D,1
donja obrijež,D,1
donja pištana,D,1
donja plemenšćina,D,1
donja pušća,D,1
donja rošca,D,1
donja slavica,D,1
donja sočanica,D,1
donja stupnica,D,1
donja suvaja,D,1
donja topličica,D,1
donja vala,D,1
donja višnjica,D,1
donja voća,D,1
donja vrba,D,1
donja vrućica,D,1
donja zdenčina,D,1
donja zelina,D,1
donja zečevina,D,1
donja čemernica,D,1
donja žrvnica,D,1
donjani,D,1
donje bakote,D,1
donje baredine,D,1
donje bazje,D,1
donje biljane,D,1
donje biljevina,D,1
donje ceranje,D,1
donje dubrave,D,1
donje gredice,D,1
donje jesenje,D,1
donje komarevo,D,1
donje kusonje,D,1
donje ladanje,D,1
donje makojišće,D,1
donje mrzlo polje,D,1
donje ogorje,D,1
donje orešje,D,1
donje pokuplje,D,1
donje poljice,D,1
donje postinje,D,1
donje predrijevo,D,1
donje prilišće,D,1
donje psarjevo,D,1
donje selo na šolti,D,1
donje sitno,D,1
donje stative,D,1
donje taborište,D,1
donji alebići,D,1
donji andrijevci,D,1
donji anići,D,1
donji arambašići,D,1
donji babin potok,D,1
donji begovići,D,1
donji bilandžići,D,1
donji bitelić,D,1
donji borki,D,1
donji bratovići,D,1
donji brgat,D,1
donji bukovec,D,1
donji buljani,D,1
donji daruvar,D,1
donji desinec,D,1
donji dolac,D,1
donji doljani,D,1
donji dragonožec,D,1
donji emovci,D,1
donji filipovići,D,1
donji frkašić,D,1
donji gnojnice,D,1
donji gornjani,D,1
donji grad,D,1
donji hrastovac,D,1
donji hruševec,D,1
donji humac,D,1
donji javoranj,D,1
donji jošan,D,1
donji jukići,D,1
donji jurišići,D,1
donji karin,D,1
donji kneginec,D,1
donji koblijak,D,1
donji koncovčak,D,1
donji kosinj,D,1
donji kraljevec,D,1
donji kukuruzari,D,1
donji kunci,D,1
donji labusi,D,1
donji lapac,D,1
donji lepuri,D,1
donji lipovčani,D,1
donji majkovi,D,1
donji maljevac,D,1
donji markovac,D,1
donji maslarec,D,1
donji meljani,D,1
donji mihaljevec,D,1
donji miklouš,D,1
donji mitrovac,D,1
donji mosti,D,1
donji muć,D,1
donji obod,D,1
donji pedalj,D,1
donji popovac,D,1
donji prnjarovec,D,1
donji proložac,D,1
donji radmani,D,1
donji radovčići,D,1
donji radošić,D,1
donji ravlići,D,1
donji rebić,D,1
donji rogolji,D,1
donji selaci,D,1
donji sjeničak,D,1
donji sređani,D,1
donji stupnik,D,1
donji tkalec,D,1
donji trpuci,D,1
donji vaganac,D,1
donji varoš,D,1
donji vidovec,D,1
donji vinjani,D,1
donji vukšinac,D,1
donji zagon,D,1
donji zvečaj,D,1
donji đapići,D,1
donji đurinići,D,1
donji čaglić,D,1
donji čehi,D,1
donji šajn,D,1
donji šarampov,D,1
donji žirovac,D,1
donji žmirić,D,1
dornjikremen,D,1
došani,D,1
dragabašćanska,D,1
dragapožeška,D,1
dragalić,D,1
dragani,D,1
draganje selo,D,1
dragaši,D,1
drage,D,1
dragići,D,1
dragičevići,D,1
dragojevići,D,1
dragotin,D,1
dragotina,D,1
dragovci,D,1
dragove,D,1
dragović,D,1
dragovići,D,1
dragozetići,D,1
dragošička,D,1
draguć,D,1
drakulića rijeka,D,1
dramalj,D,1
drače,D,1
dračevac,D,1
dračevacninski,D,1
dračevaczadarski,D,1
dračevica,D,1
dračevice,D,1
dračevo selo,D,1
draškovec,D,1
drašnice,D,1
draž,D,1
draževitići,D,1
dražica,D,1
dražice,D,1
dražići,D,1
drenovklanac,D,1
drenovacradučki,D,1
drenovci,D,1
drenovec,D,1
drežnikgrad,D,1
drivenik,D,1
drlićevekuće,D,1
drljanovac,D,1
drljača,D,1
drljače,D,1
drnje,D,1
dronjci,D,1
dropci,D,1
dropkovec,D,1
družijanići,D,1
drvenik,D,1
drče,D,1
dršci,D,1
drškovci,D,1
duba,D,1
dubakonavoska,D,1
dubastonska,D,1
dubac,D,1
duboki dol,D,1
dubovacokučanski,D,1
dubovec,D,1
duboševica,D,1
dubranec,D,1
dubravec,D,1
dubravice,D,1
dubravka,D,1
dubrovackoprimorje,D,1
dubrovčan,D,1
dubrovčani,D,1
dudunići,D,1
dugido,D,1
dugirat,D,1
dugo selolasinjsko,D,1
dugo selolukačko,D,1
dujkići,D,1
dujmina,D,1
dujmići,D,1
dujmovići,D,1
dukići,D,1
dumići,D,1
dumovec,D,1
dunavekrajnje,D,1
dunjak,D,1
dupale,D,1
durovići,D,1
duvnjačkečubrice,D,1
duzluk,D,1
duće,D,1
dužica,D,1
dvor,D,1
dvori,D,1
dvorine,D,1
dvorišćerakovečko,D,1
dvožderi,D,1
dabezići,D,1
dabovina,D,1
dabovići,D,1
dacići,D,1
dahna,D,1
dajbabe,D,1
dajčindo,D,1
daljam,D,1
damjanovići,D,1
danave,D,1
dapkovići,D,1
dapsići,D,1
dapčevići,D,1
daronjido,D,1
darza,D,1
dauti,D,1
dašča rijeka,D,1
debeligrmen,D,1
dedinaravan,D,1
dedinice,D,1
dediči,D,1
dekare,D,1
delaj,D,1
delevići,D,1
demirovići,D,1
demići,D,1
denaši,D,1
denjača,D,1
derače,D,1
derviševići,D,1
desnimeteh,D,1
deveta,D,1
dide,D,1
dijonice,D,1
dinje,D,1
dinoša,D,1
dio,D,1
divanovići,D,1
dizdarevdo,D,1
do,D,1
doadžića,D,1
dopješivački,D,1
dobragora,D,1
dobrasela,D,1
dobrakovo,D,1
dobrevode,D,1
dobreci,D,1
dobrilug,D,1
dobrinugo,D,1
dobrilovina,D,1
dobrinje,D,1
dobro brdo,D,1
dobro polje,D,1
dobrodole,D,1
dobronježdo,D,1
dobroseoskamerulja,D,1
dobrskažupa,D,1
dobrsko selo,D,1
dobruš,D,1
dobrčin,D,1
dodići,D,1
doknićadolovi,D,1
dolinice,D,1
dolja,D,1
dolovikovački,D,1
dolovskokorito,D,1
dondići,D,1
donja bijela,D,1
donja brezna,D,1
donja briska,D,1
donja brova,D,1
donja crnča,D,1
donja dobrilovina,D,1
donja dubova,D,1
donja glizica,D,1
donja gorica,D,1
donja ibrija,D,1
donja jošica,D,1
donja klezna,D,1
donja kostanjica,D,1
donja kozica,D,1
donja kraj,D,1
donja kržanja,D,1
donja lastva,D,1
donja lješnica,D,1
donja lovnica,D,1
donja markovina,D,1
donja orlja,D,1
donja plavnica,D,1
donja podi,D,1
donja polja,D,1
donja povija,D,1
donja rakita,D,1
donja rijeka,D,1
donja rudnica,D,1
donja rženica,D,1
donja sela,D,1
donja seoca,D,1
donja slatina,D,1
donja spila,D,1
donja tikova,D,1
donja tisa,D,1
donja trebješica,D,1
donja vrbica,D,1
donja zaljut,D,1
donja čuka,D,1
donja štitarica,D,1
donje biševo,D,1
donje crkvice,D,1
donje dajbabe,D,1
donje dubočke,D,1
donje gorice,D,1
donje grudice,D,1
donje jugovo,D,1
donje krnjice,D,1
donje kunovo,D,1
donje ledenice,D,1
donje lipovo,D,1
donje momče,D,1
donje morakovo,D,1
donje mrke,D,1
donje polje,D,1
donje srijede,D,1
donje stravče,D,1
donje stupine,D,1
donje velje duboko,D,1
donje zagrađe,D,1
donje zaostro,D,1
donje čarađe,D,1
donje šume,D,1
donji besnik,D,1
donji bogdašići,D,1
donji broćanac,D,1
donji brčeli,D,1
donji bukelj,D,1
donji crnci,D,1
donji curovići,D,1
donji frutak,D,1
donji gačevići,D,1
donji godijelji,D,1
donji gradac,D,1
donji izvor,D,1
donji kokoti,D,1
donji kos,D,1
donji kosići,D,1
donji lepenac,D,1
donji lužac,D,1
donji markovići,D,1
donji martinići,D,1
donji medun,D,1
donji mileš,D,1
donji morinj,D,1
donji murići,D,1
donji orahovac,D,1
donji orasi,D,1
donji pipac,D,1
donji planik,D,1
donji rastiš,D,1
donji ravni,D,1
donji rogami,D,1
donji rsojevići,D,1
donji stoliv,D,1
donji sušanj,D,1
donji timar,D,1
donji ulići,D,1
donji unač,D,1
donji vukovići,D,1
donji zagradac,D,1
donji ćurilac,D,1
donji štoj,D,1
dosuđe,D,1
dovišta,D,1
dovolja,D,1
dočići,D,1
dragalj,D,1
dragaljevina,D,1
dragaljevo,D,1
dragija,D,1
dragojlovići,D,1
dragomanovići,D,1
dragomido,D,1
dragosava,D,1
dragovaluka,D,1
dragovića polje,D,1
dragovokorito,D,1
dragovoljići,D,1
dragoševdo,D,1
dragoševo selo,D,1
drakovići,D,1
drakulovići,D,1
drasindo,D,1
dračinovac,D,1
draškovina,D,1
draževine,D,1
dražinvrt,D,1
drenovdo,D,1
drenovica,D,1
drenovštica,D,1
drešaj,D,1
drijen,D,1
drijenak,D,1
drijenci,D,1
drndari,D,1
drndovina,D,1
drobnići,D,1
dromira,D,1
droškoričkidolovi,D,1
drpe,D,1
drpemandića,D,1
drum,D,1
drume,D,1
drušići,D,1
dub,D,1
dubaje,D,1
dubljevići,D,1
dubokadolina,D,1
dubokido,D,1
dubovik,D,1
dubočak,D,1
dubočica,D,1
dubočke,D,1
dubravčevina,D,1
dubrovsko,D,1
dubrovčado,D,1
duga,D,1
duganjiva,D,1
dugilaz,D,1
dugna,D,1
dujeva,D,1
dujići,D,1
dujovići,D,1
dukat,D,1
dulanovina,D,1
duletići,D,1
dulipolje,D,1
dulovine,D,1
dumačine,D,1
dupilo,D,1
dupljaci,D,1
duratovići,D,1
duraševići,D,1
dučice,D,1
dučići,D,1
dušići,D,1
duške,D,1
duškići,D,1
duži,D,1
dužice,D,1
dvorišta,D,1
dabravine,D,1
daganj,D,1
daljan,D,1
daljegošta,D,1
damje,D,1
danci,D,1
dangube,D,1
danići,D,1
daničići,D,1
darošnica,D,1
datelji,D,1
datići,D,1
dazdarevo,D,1
dažnica,D,1
debeljak,D,1
debelo brdo,D,1
dedići,D,1
dejčići,D,1
deleuša,D,1
delijaš,D,1
delinaravan,D,1
demirovac,D,1
denkovci,D,1
deovići,D,1
derolovi,D,1
deseci,D,1
desetnik,D,1
devetina,D,1
dečjidom,D,1
deševa,D,1
diknjići,D,1
dimnići,D,1
dindo,D,1
divin,D,1
divič,D,1
divičani,D,1
divljača,D,1
divčići,D,1
dizdarevići,D,1
dizdarlije,D,1
dizdaruša,D,1
dlakoše,D,1
doborovci,D,1
dobrak,D,1
dobraljevo,D,1
dobratići,D,1
dobrašina,D,1
dobrelji,D,1
dobreči,D,1
dobrići,D,1
dobričevići,D,1
dobrkovići,D,1
dobrljin,D,1
dobrnići,D,1
dobro,D,1
dobromani,D,1
dobromanovići,D,1
dobromerovići,D,1
dobroučići,D,1
dobrunska rijeka,D,1
dodanovići,D,1
dodorevina,D,1
dole,D,1
dolipolje,D,1
domanovina,D,1
domanovići,D,1
domaševo,D,1
domašica,D,1
domislica,D,1
domjipolom,D,1
domrke,D,1
donjdoborovci,D,1
donja babešnica,D,1
donja bara,D,1
donja barska,D,1
donja bijenja,D,1
donja bioča,D,1
donja bišnja,D,1
donja bobovišta,D,1
donja bodežišta,D,1
donja brda,D,1
donja britvica,D,1
donja brštanica,D,1
donja bukvica,D,1
donja dolina,D,1
donja dubica,D,1
donja gata,D,1
donja glavska,D,1
donja goliješnica,D,1
donja gradina,D,1
donja ivica,D,1
donja jasenica,D,1
donja jurkovica,D,1
donja jutrogošta,D,1
donja kapavica,D,1
donja kladuša,D,1
donja kokorina,D,1
donja koprivna,D,1
donja kočela,D,1
donja lijeska,D,1
donja ljubija,D,1
donja ljubogošta,D,1
donja ljubuča,D,1
donja lohinja,D,1
donja luka,D,1
donja lukavica,D,1
donja lupljanica,D,1
donja lučka,D,1
donja međeđa,D,1
donja međiđa,D,1
donja misoča,D,1
donja orahova,D,1
donja paklenica,D,1
donja papratnica,D,1
donja presjenica,D,1
donja previja,D,1
donja puharska,D,1
donja rabina,D,1
donja ravska,D,1
donja raštelica,D,1
donja ričica,D,1
donja rovna,D,1
donja seoča,D,1
donja slabinja,D,1
donja smršnica,D,1
donja taleža,D,1
donja tramošnica,D,1
donja trebeuša,D,1
donja trebimlja,D,1
donja trnova,D,1
donja varduša,D,1
donja večeriska,D,1
donja vinča,D,1
donja višća,D,1
donja vogošća,D,1
donja vraca,D,1
donja vratna gora,D,1
donja čagošta,D,1
donje babine,D,1
donje bare,D,1
donje barice,D,1
donje bežđeđe,D,1
donje biosko,D,1
donje boće,D,1
donje brestice,D,1
donje crnjevo,D,1
donje dubovo,D,1
donje gire,D,1
donje grančarevo,D,1
donje krečane,D,1
donje kruševo,D,1
donje lipe,D,1
donje međuše,D,1
donje mladice,D,1
donje moštre,D,1
donje ocrkavlje,D,1
donje opine,D,1
donje ozime,D,1
donje paprasko,D,1
donje peulje,D,1
donje plužine,D,1
donje pogledinje,D,1
donje ponikve,D,1
donje ratkovo,D,1
donje ravno,D,1
donje sinjevo,D,1
donje sokolovo,D,1
donje tinje,D,1
donje ulinje,D,1
donje vardište,D,1
donje višnjevice,D,1
donje vodičevo,D,1
donje vrbno,D,1
donje vukovsko,D,1
donje đevanje,D,1
donje čičevo,D,1
donje štitarevo,D,1
donje žešće,D,1
donje živinice,D,1
donji agići,D,1
donji banjevac,D,1
donji barići,D,1
donji bešpelj,D,1
donji bogovići,D,1
donji brišnik,D,1
donji bulozi,D,1
donji bučići,D,1
donji crnač,D,1
donji dabar,D,1
donji davidovići,D,1
donji detlak,D,1
donji drecelj,D,1
donji drežanj,D,1
donji dubovik,D,1
donji galjipovci,D,1
donji gačani,D,1
donji hadžići,D,1
donji hasić,D,1
donji igri,D,1
donji jelovac,D,1
donji jugovići,D,1
donji junuzovići,D,1
donji kakanj,D,1
donji karajzovci,D,1
donji kazanci,D,1
donji klokočevik,D,1
donji kopilovi,D,1
donji lađevći,D,1
donji lipnik,D,1
donji ljubenci,D,1
donji lug,D,1
donji lukavac,D,1
donji lukomir,D,1
donji lučani,D,1
donji malovan,D,1
donji mamići,D,1
donji martinjci,D,1
donji mionići,D,1
donji moranjci,D,1
donji močioci,D,1
donji mramor,D,1
donji mračaj,D,1
donji mrkovići,D,1
donji mujdžići,D,1
donji nevizdraci,D,1
donji olovci,D,1
donji očauš,D,1
donji palež,D,1
donji petrovići,D,1
donji podgradci,D,1
donji podivič,D,1
donji potpeć,D,1
donji predražići,D,1
donji pribanj,D,1
donji prijeslop,D,1
donji pucari,D,1
donji rahić,D,1
donji rakani,D,1
donji rakovac,D,1
donji ramići,D,1
donji ranković,D,1
donji rasinevac,D,1
donji ribnik,D,1
donji rujani,D,1
donji ružević,D,1
donji skugrić,D,1
donji srebrenik,D,1
donji svilaj,D,1
donji tičići,D,1
donji tiškovac,D,1
donji trnovac,D,1
donji turani,D,1
donji tvrdoši,D,1
donji ulišnjak,D,1
donji vatoljevići,D,1
donji višnjani,D,1
donji višnjik,D,1
donji vlasnići,D,1
donji vojići,D,1
donji vrbljani,D,1
donji zavodac,D,1
donji zelenikovac,D,1
donji zovik,D,1
donji čažanj,D,1
donji čevljanovići,D,1
donji šumatac,D,1
donji žabar,D,1
donji žrvanj,D,1
doribaba,D,1
dovlići,D,1
doščica,D,1
dragaljevac donji,D,1
dragaljevac gornji,D,1
dragalovci,D,1
dragan,D,1
dragasevac,D,1
dragačići,D,1
dragelji,D,1
dragičina,D,1
dragljevo,D,1
dragnjić,D,1
dragolji,D,1
dragomilići,D,1
dragoradi,D,1
dragoraj,D,1
dragočaj,D,1
dragočava,D,1
dragulje,D,1
dragunja donja,D,1
dragunja gornja,D,1
drakolići,D,1
draksenić,D,1
drakulići,D,1
dramešina,D,1
dramiševo,D,1
drapići,D,1
dračevo,D,1
dračići,D,1
draževići,D,1
dražindo,D,1
dražljevo,D,1
dražovdol,D,1
drenovaglavica,D,1
drenovotijesno,D,1
dretelj,D,1
drevuša,D,1
drežnjaci,D,1
drežnjak,D,1
drijenjak,D,1
drijenjani,D,1
drina,D,1
drinić,D,1
drinovameđa,D,1
drinovci,D,1
drinsko,D,1
drmna,D,1
drnđela,D,1
drokan,D,1
drozgometva,D,1
drpindo,D,1
drugovići,D,1
drvenica,D,1
drvetine,D,1
dubica,D,1
dubljani,D,1
duboki potok,D,1
dubokomokro,D,1
dubovo brdo,D,1
dubovsko,D,1
dubočani,D,1
duboštica,D,1
dubravanova,D,1
dubravastara,D,1
dubrave donje,D,1
dubrave gornje,D,1
dubravice donje,D,1
dubravice gornje,D,1
dudle,D,1
dugandžići,D,1
dugenjive,D,1
dugolaz,D,1
dugonje,D,1
duhri,D,1
dujakovci,D,1
duler,D,1
duljevac,D,1
dumanjići,D,1
dumašević,D,1
dunderi,D,1
dunojevići,D,1
dupovci,D,1
dupčići,D,1
durakovići,D,1
duranovići,D,1
duratbegovdolac,D,1
durdžići,D,1
dusina,D,1
dutina,D,1
duvarina,D,1
duša,D,1
duševine,D,1
dušina,D,1
dušče,D,1
dužani,D,1
dvorovi,D,1
dvrsnica,D,1
đenova,D,1
đer,Đ,1
đakovica,Đ,1
đakovo,Đ,1
đurđevac,Đ,1
đevđelija,Đ,1
đakovska mahala,Đ,1
đala,Đ,1
đerekare,Đ,1
đinđuša,Đ,1
đipša,Đ,1
đoganci,Đ,1
đokinica,Đ,1
đokići,Đ,1
đonkovci,Đ,1
đordinska mahala,Đ,1
đorinci,Đ,1
đorđevići,Đ,1
đorđinci,Đ,1
đorđići,Đ,1
đošini,Đ,1
đulaci,Đ,1
đuraškovići,Đ,1
đurevac,Đ,1
đurinac,Đ,1
đurinci,Đ,1
đurići,Đ,1
đurđevo,Đ,1
đurđići,Đ,1
djedina rijeka,Đ,1
djurdjic,Đ,1
đakovac,Đ,1
đakovackipisak,Đ,1
đeletovci,Đ,1
đereci,Đ,1
đevrske,Đ,1
đipalo,Đ,1
đogići,Đ,1
đolonga,Đ,1
đontadoli,Đ,1
đulovac,Đ,1
đurašinovići,Đ,1
đuričić,Đ,1
đurjani,Đ,1
đurđekovec,Đ,1
đuzeli,Đ,1
đuđići,Đ,1
đevojačkido,Đ,1
đakonovići,Đ,1
đakovdo,Đ,1
đakovići,Đ,1
đalci,Đ,1
đalovići,Đ,1
đedovo polje,Đ,1
đekovići,Đ,1
đelovido,Đ,1
đenaševići,Đ,1
đenaši,Đ,1
đenovići,Đ,1
đenčići,Đ,1
đenđinovići,Đ,1
đečbitrići,Đ,1
đeđezi,Đ,1
đinovdo,Đ,1
đinovići,Đ,1
đivorad,Đ,1
đonca,Đ,1
đuli,Đ,1
đulići,Đ,1
đulovdo,Đ,1
đuranovići,Đ,1
đuravci,Đ,1
đuraševići,Đ,1
đurickovići,Đ,1
đurino brdo,Đ,1
đuričindo,Đ,1
đurička rijeka,Đ,1
đurkovići,Đ,1
đurmani,Đ,1
đurovići,Đ,1
đurđevdo,Đ,1
đurđevice,Đ,1
đurđevićatara,Đ,1
đuđevina,Đ,1
đedina,Đ,1
đedovdo,Đ,1
đajići,Đ,1
đakovićinabatovci,Đ,1
đedovići,Đ,1
đekića brdo,Đ,1
đenići,Đ,1
đerinac,Đ,1
đile,Đ,1
đube,Đ,1
đubrani,Đ,1
đulbašići,Đ,1
đuličani,Đ,1
ečmijadzin,E,1
edmonton,Đ,1
ešsiralzet,E,1
esen,E,1
elpaso,E,1
entebe,E,1
edinburg,E,1
espo,E,1
erebro,E,1
elče,E,1
erfurt,E,1
everton,E,1
elbasan,E,1
elemir,E,1
elenica,E,1
erakovići,E,1
erdevik,E,1
erdeč,E,1
erići,E,1
erovska mahala,E,1
ervenice,E,1
erčani,E,1
erčege,E,1
ezerina mahala,E,1
ečka,E,1
eminovci,E,1
